month,region,age_band,claimants
May 2017,Scotland,Aged 50+,20210
June 2017,North East,Age unknown (clerical claims),20
June 2017,North East,Aged 16-24,11710
June 2017,North East,Aged 25-49,27500
June 2017,North East,Aged 50+,13025
June 2017,North West,Age unknown (clerical claims),40
June 2017,North West,Aged 16-24,22705
June 2017,North West,Aged 25-49,62595
June 2017,North West,Aged 50+,25015
June 2017,Yorkshire and The Humber,Age unknown (clerical claims),25
June 2017,Yorkshire and The Humber,Aged 16-24,16580
June 2017,Yorkshire and The Humber,Aged 25-49,41170
June 2017,Yorkshire and The Humber,Aged 50+,17660
June 2017,East Midlands,Age unknown (clerical claims),10
June 2017,East Midlands,Aged 16-24,10425
June 2017,East Midlands,Aged 25-49,24530
June 2017,East Midlands,Aged 50+,11530
June 2017,West Midlands,Age unknown (clerical claims),15
June 2017,West Midlands,Aged 16-24,17965
June 2017,West Midlands,Aged 25-49,47700
June 2017,West Midlands,Aged 50+,20415
June 2017,East,Age unknown (clerical claims),10
June 2017,East,Aged 16-24,9980
June 2017,East,Aged 25-49,25880
June 2017,East,Aged 50+,13500
June 2017,London,Age unknown (clerical claims),120
June 2017,London,Aged 16-24,18525
June 2017,London,Aged 25-49,67635
June 2017,London,Aged 50+,35485
June 2017,South East,Age unknown (clerical claims),55
June 2017,South East,Aged 16-24,12075
June 2017,South East,Aged 25-49,33305
June 2017,South East,Aged 50+,18270
June 2017,South West,Age unknown (clerical claims),45
June 2017,South West,Aged 16-24,8865
June 2017,South West,Aged 25-49,22635
June 2017,South West,Aged 50+,11695
June 2017,Wales,Age unknown (clerical claims),30
June 2017,Wales,Aged 16-24,9740
June 2017,Wales,Aged 25-49,20545
June 2017,Wales,Aged 50+,9115
June 2017,Scotland,Age unknown (clerical claims),150
June 2017,Scotland,Aged 16-24,17355
June 2017,Scotland,Aged 25-49,43760
June 2017,Scotland,Aged 50+,19925
July 2017,North East,Age unknown (clerical claims),25
July 2017,North East,Aged 16-24,11655
July 2017,North East,Aged 25-49,27190
July 2017,North East,Aged 50+,12980
July 2017,North West,Age unknown (clerical claims),35
July 2017,North West,Aged 16-24,22515
July 2017,North West,Aged 25-49,62010
July 2017,North West,Aged 50+,24865
July 2017,Yorkshire and The Humber,Age unknown (clerical claims),25
July 2017,Yorkshire and The Humber,Aged 16-24,16490
July 2017,Yorkshire and The Humber,Aged 25-49,40545
July 2017,Yorkshire and The Humber,Aged 50+,17440
July 2017,East Midlands,Age unknown (clerical claims),10
July 2017,East Midlands,Aged 16-24,10450
July 2017,East Midlands,Aged 25-49,24415
July 2017,East Midlands,Aged 50+,11580
July 2017,West Midlands,Age unknown (clerical claims),15
July 2017,West Midlands,Aged 16-24,17735
July 2017,West Midlands,Aged 25-49,47040
July 2017,West Midlands,Aged 50+,20220
July 2017,East,Age unknown (clerical claims),5
July 2017,East,Aged 16-24,9800
July 2017,East,Aged 25-49,25500
July 2017,East,Aged 50+,13385
July 2017,London,Age unknown (clerical claims),100
July 2017,London,Aged 16-24,18450
July 2017,London,Aged 25-49,67075
July 2017,London,Aged 50+,35385
July 2017,South East,Age unknown (clerical claims),35
July 2017,South East,Aged 16-24,12015
July 2017,South East,Aged 25-49,33295
July 2017,South East,Aged 50+,18425
July 2017,South West,Age unknown (clerical claims),45
July 2017,South West,Aged 16-24,8845
July 2017,South West,Aged 25-49,22425
July 2017,South West,Aged 50+,11460
July 2017,Wales,Age unknown (clerical claims),45
July 2017,Wales,Aged 16-24,9630
July 2017,Wales,Aged 25-49,20070
July 2017,Wales,Aged 50+,9040
July 2017,Scotland,Age unknown (clerical claims),180
July 2017,Scotland,Aged 16-24,18110
July 2017,Scotland,Aged 25-49,44395
July 2017,Scotland,Aged 50+,19560
August 2017,North East,Age unknown (clerical claims),20
August 2017,North East,Aged 16-24,11890
August 2017,North East,Aged 25-49,27550
August 2017,North East,Aged 50+,13115
August 2017,North West,Age unknown (clerical claims),30
August 2017,North West,Aged 16-24,22880
August 2017,North West,Aged 25-49,62250
August 2017,North West,Aged 50+,25085
August 2017,Yorkshire and The Humber,Age unknown (clerical claims),20
August 2017,Yorkshire and The Humber,Aged 16-24,16615
August 2017,Yorkshire and The Humber,Aged 25-49,40525
August 2017,Yorkshire and The Humber,Aged 50+,17700
August 2017,East Midlands,Age unknown (clerical claims),10
August 2017,East Midlands,Aged 16-24,10535
August 2017,East Midlands,Aged 25-49,24495
August 2017,East Midlands,Aged 50+,11690
August 2017,West Midlands,Age unknown (clerical claims),15
August 2017,West Midlands,Aged 16-24,18070
August 2017,West Midlands,Aged 25-49,46735
August 2017,West Midlands,Aged 50+,20450
August 2017,East,Age unknown (clerical claims),5
August 2017,East,Aged 16-24,9820
August 2017,East,Aged 25-49,25335
August 2017,East,Aged 50+,13290
August 2017,London,Age unknown (clerical claims),110
August 2017,London,Aged 16-24,18665
August 2017,London,Aged 25-49,66700
August 2017,London,Aged 50+,35390
August 2017,South East,Age unknown (clerical claims),30
August 2017,South East,Aged 16-24,12335
August 2017,South East,Aged 25-49,33170
August 2017,South East,Aged 50+,18560
August 2017,South West,Age unknown (clerical claims),45
August 2017,South West,Aged 16-24,8925
August 2017,South West,Aged 25-49,22325
August 2017,South West,Aged 50+,11380
August 2017,Wales,Age unknown (clerical claims),55
August 2017,Wales,Aged 16-24,9715
August 2017,Wales,Aged 25-49,19965
August 2017,Wales,Aged 50+,9010
August 2017,Scotland,Age unknown (clerical claims),180
August 2017,Scotland,Aged 16-24,18325
August 2017,Scotland,Aged 25-49,44150
August 2017,Scotland,Aged 50+,19495
September 2017,North East,Age unknown (clerical claims),20
September 2017,North East,Aged 16-24,12080
September 2017,North East,Aged 25-49,27445
September 2017,North East,Aged 50+,13075
September 2017,North West,Age unknown (clerical claims),25
September 2017,North West,Aged 16-24,23160
September 2017,North West,Aged 25-49,62175
September 2017,North West,Aged 50+,24925
September 2017,Yorkshire and The Humber,Age unknown (clerical claims),25
September 2017,Yorkshire and The Humber,Aged 16-24,16805
September 2017,Yorkshire and The Humber,Aged 25-49,39995
September 2017,Yorkshire and The Humber,Aged 50+,17555
September 2017,East Midlands,Age unknown (clerical claims),15
September 2017,East Midlands,Aged 16-24,10540
September 2017,East Midlands,Aged 25-49,24350
September 2017,East Midlands,Aged 50+,11670
September 2017,West Midlands,Age unknown (clerical claims),15
September 2017,West Midlands,Aged 16-24,18320
September 2017,West Midlands,Aged 25-49,46600
September 2017,West Midlands,Aged 50+,20400
September 2017,East,Age unknown (clerical claims),10
September 2017,East,Aged 16-24,9800
September 2017,East,Aged 25-49,24995
September 2017,East,Aged 50+,13115
September 2017,London,Age unknown (clerical claims),125
September 2017,London,Aged 16-24,18915
September 2017,London,Aged 25-49,66485
September 2017,London,Aged 50+,35255
September 2017,South East,Age unknown (clerical claims),35
September 2017,South East,Aged 16-24,12490
September 2017,South East,Aged 25-49,33060
September 2017,South East,Aged 50+,18480
September 2017,South West,Age unknown (clerical claims),45
September 2017,South West,Aged 16-24,9010
September 2017,South West,Aged 25-49,22450
September 2017,South West,Aged 50+,11360
September 2017,Wales,Age unknown (clerical claims),40
September 2017,Wales,Aged 16-24,9615
September 2017,Wales,Aged 25-49,19435
September 2017,Wales,Aged 50+,8815
September 2017,Scotland,Age unknown (clerical claims),130
September 2017,Scotland,Aged 16-24,17405
September 2017,Scotland,Aged 25-49,41625
September 2017,Scotland,Aged 50+,18995
October 2017,North East,Age unknown (clerical claims),20
October 2017,North East,Aged 16-24,12050
October 2017,North East,Aged 25-49,27255
October 2017,North East,Aged 50+,13230
October 2017,North West,Age unknown (clerical claims),25
October 2017,North West,Aged 16-24,22735
October 2017,North West,Aged 25-49,61625
October 2017,North West,Aged 50+,24990
October 2017,Yorkshire and The Humber,Age unknown (clerical claims),20
October 2017,Yorkshire and The Humber,Aged 16-24,16700
October 2017,Yorkshire and The Humber,Aged 25-49,39820
October 2017,Yorkshire and The Humber,Aged 50+,17690
October 2017,East Midlands,Age unknown (clerical claims),10
October 2017,East Midlands,Aged 16-24,10320
October 2017,East Midlands,Aged 25-49,23975
October 2017,East Midlands,Aged 50+,11590
October 2017,West Midlands,Age unknown (clerical claims),15
October 2017,West Midlands,Aged 16-24,18140
October 2017,West Midlands,Aged 25-49,45825
October 2017,West Midlands,Aged 50+,20305
October 2017,East,Age unknown (clerical claims),15
October 2017,East,Aged 16-24,9830
October 2017,East,Aged 25-49,25035
October 2017,East,Aged 50+,13340
October 2017,London,Age unknown (clerical claims),135
October 2017,London,Aged 16-24,18980
October 2017,London,Aged 25-49,66270
October 2017,London,Aged 50+,35540
October 2017,South East,Age unknown (clerical claims),45
October 2017,South East,Aged 16-24,12610
October 2017,South East,Aged 25-49,33385
October 2017,South East,Aged 50+,18825
October 2017,South West,Age unknown (clerical claims),50
October 2017,South West,Aged 16-24,9095
October 2017,South West,Aged 25-49,22470
October 2017,South West,Aged 50+,11455
October 2017,Wales,Age unknown (clerical claims),25
October 2017,Wales,Aged 16-24,9495
October 2017,Wales,Aged 25-49,19030
October 2017,Wales,Aged 50+,8745
October 2017,Scotland,Age unknown (clerical claims),170
October 2017,Scotland,Aged 16-24,16540
October 2017,Scotland,Aged 25-49,40820
October 2017,Scotland,Aged 50+,19115
November 2017,North East,Age unknown (clerical claims),25
November 2017,North East,Aged 16-24,11955
November 2017,North East,Aged 25-49,27500
November 2017,North East,Aged 50+,13485
November 2017,North West,Age unknown (clerical claims),25
November 2017,North West,Aged 16-24,22275
November 2017,North West,Aged 25-49,60925
November 2017,North West,Aged 50+,25035
November 2017,Yorkshire and The Humber,Age unknown (clerical claims),20
November 2017,Yorkshire and The Humber,Aged 16-24,16315
November 2017,Yorkshire and The Humber,Aged 25-49,39695
November 2017,Yorkshire and The Humber,Aged 50+,17850
November 2017,East Midlands,Age unknown (clerical claims),10
November 2017,East Midlands,Aged 16-24,10080
November 2017,East Midlands,Aged 25-49,23865
November 2017,East Midlands,Aged 50+,11780
November 2017,West Midlands,Age unknown (clerical claims),10
November 2017,West Midlands,Aged 16-24,17745
November 2017,West Midlands,Aged 25-49,45475
November 2017,West Midlands,Aged 50+,20345
November 2017,East,Age unknown (clerical claims),10
November 2017,East,Aged 16-24,9835
November 2017,East,Aged 25-49,24985
November 2017,East,Aged 50+,13540
November 2017,London,Age unknown (clerical claims),155
November 2017,London,Aged 16-24,18445
November 2017,London,Aged 25-49,65725
November 2017,London,Aged 50+,35565
November 2017,South East,Age unknown (clerical claims),45
November 2017,South East,Aged 16-24,12485
November 2017,South East,Aged 25-49,33465
November 2017,South East,Aged 50+,18980
November 2017,South West,Age unknown (clerical claims),50
November 2017,South West,Aged 16-24,9085
November 2017,South West,Aged 25-49,22735
November 2017,South West,Aged 50+,11740
November 2017,Wales,Age unknown (clerical claims),25
November 2017,Wales,Aged 16-24,9330
November 2017,Wales,Aged 25-49,18960
November 2017,Wales,Aged 50+,8840
November 2017,Scotland,Age unknown (clerical claims),130
November 2017,Scotland,Aged 16-24,16045
November 2017,Scotland,Aged 25-49,41170
November 2017,Scotland,Aged 50+,19660
December 2017,North East,Age unknown (clerical claims),25
December 2017,North East,Aged 16-24,11770
December 2017,North East,Aged 25-49,28180
December 2017,North East,Aged 50+,13940
December 2017,North West,Age unknown (clerical claims),25
December 2017,North West,Aged 16-24,21470
December 2017,North West,Aged 25-49,61550
December 2017,North West,Aged 50+,25815
December 2017,Yorkshire and The Humber,Age unknown (clerical claims),20
December 2017,Yorkshire and The Humber,Aged 16-24,15910
December 2017,Yorkshire and The Humber,Aged 25-49,40800
December 2017,Yorkshire and The Humber,Aged 50+,18560
December 2017,East Midlands,Age unknown (clerical claims),15
December 2017,East Midlands,Aged 16-24,9840
December 2017,East Midlands,Aged 25-49,24220
December 2017,East Midlands,Aged 50+,12040
December 2017,West Midlands,Age unknown (clerical claims),10
December 2017,West Midlands,Aged 16-24,17270
December 2017,West Midlands,Aged 25-49,45995
December 2017,West Midlands,Aged 50+,21145
December 2017,East,Age unknown (clerical claims),10
December 2017,East,Aged 16-24,9640
December 2017,East,Aged 25-49,25555
December 2017,East,Aged 50+,14070
December 2017,London,Age unknown (clerical claims),175
December 2017,London,Aged 16-24,17635
December 2017,London,Aged 25-49,65530
December 2017,London,Aged 50+,36125
December 2017,South East,Age unknown (clerical claims),40
December 2017,South East,Aged 16-24,12335
December 2017,South East,Aged 25-49,34315
December 2017,South East,Aged 50+,19475
December 2017,South West,Age unknown (clerical claims),45
December 2017,South West,Aged 16-24,9135
December 2017,South West,Aged 25-49,23345
December 2017,South West,Aged 50+,12115
December 2017,Wales,Age unknown (clerical claims),20
December 2017,Wales,Aged 16-24,9010
December 2017,Wales,Aged 25-49,19405
December 2017,Wales,Aged 50+,9270
December 2017,Scotland,Age unknown (clerical claims),175
December 2017,Scotland,Aged 16-24,15875
December 2017,Scotland,Aged 25-49,42330
December 2017,Scotland,Aged 50+,20655
January 2018,North East,Age unknown (clerical claims),25
January 2018,North East,Aged 16-24,11875
January 2018,North East,Aged 25-49,29450
January 2018,North East,Aged 50+,14450
January 2018,North West,Age unknown (clerical claims),25
January 2018,North West,Aged 16-24,21895
January 2018,North West,Aged 25-49,63775
January 2018,North West,Aged 50+,26785
January 2018,Yorkshire and The Humber,Age unknown (clerical claims),15
January 2018,Yorkshire and The Humber,Aged 16-24,16135
January 2018,Yorkshire and The Humber,Aged 25-49,42645
January 2018,Yorkshire and The Humber,Aged 50+,19300
January 2018,East Midlands,Age unknown (clerical claims),20
January 2018,East Midlands,Aged 16-24,10185
January 2018,East Midlands,Aged 25-49,25550
January 2018,East Midlands,Aged 50+,12525
January 2018,West Midlands,Age unknown (clerical claims),5
January 2018,West Midlands,Aged 16-24,17510
January 2018,West Midlands,Aged 25-49,48020
January 2018,West Midlands,Aged 50+,22120
January 2018,East,Age unknown (clerical claims),15
January 2018,East,Aged 16-24,9870
January 2018,East,Aged 25-49,26980
January 2018,East,Aged 50+,14590
January 2018,London,Age unknown (clerical claims),155
January 2018,London,Aged 16-24,17555
January 2018,London,Aged 25-49,66500
January 2018,London,Aged 50+,36680
January 2018,South East,Age unknown (clerical claims),50
January 2018,South East,Aged 16-24,12820
January 2018,South East,Aged 25-49,35985
January 2018,South East,Aged 50+,20310
January 2018,South West,Age unknown (clerical claims),50
January 2018,South West,Aged 16-24,9470
January 2018,South West,Aged 25-49,24425
January 2018,South West,Aged 50+,12715
January 2018,Wales,Age unknown (clerical claims),30
January 2018,Wales,Aged 16-24,9175
January 2018,Wales,Aged 25-49,20570
January 2018,Wales,Aged 50+,9735
January 2018,Scotland,Age unknown (clerical claims),215
January 2018,Scotland,Aged 16-24,16230
January 2018,Scotland,Aged 25-49,44350
January 2018,Scotland,Aged 50+,21525
February 2018,North East,Age unknown (clerical claims),20
February 2018,North East,Aged 16-24,12620
February 2018,North East,Aged 25-49,30615
February 2018,North East,Aged 50+,14870
February 2018,North West,Age unknown (clerical claims),35
February 2018,North West,Aged 16-24,23570
February 2018,North West,Aged 25-49,67510
